dates,posts,sentence_tokenize
"23,April,2004","


       
      i'm moving homes yet again... from south delhi, i'm back to east delhi. in karkardooma to be precise.  this will be the 5th place in 8 months... not bad if you ask me.   hopefully i'll stick around this place for at least six months or so.
     

 
    
","[""\n\n\n       \n      i'm moving homes yet again... from south delhi, i'm back to east delhi."", 'in karkardooma to be precise.', 'this will be the 5th place in 8 months... not bad if you ask me.', ""hopefully i'll stick around this place for at least six months or so.""]"
"21,April,2004","


       
      i'm house hunting yet again... east delhi or noida perhaps
     

 
    
","[""\n\n\n       \n      i'm house hunting yet again... east delhi or noida perhaps""]"
"20,April,2004","


       
      test
     

  urllink link 
    
",['\n\n\n       \n      test\n     \n\n  urllink link']
"20,April,2004","


       
      i dropped out of sight again...
     

 
    
",['\n\n\n       \n      i dropped out of sight again...']
"19,May,2004","


       
       urllink fujifilm finepix s7000  is yet another alternative. only this is 150 dollars more.. thought there is a 100 dollar rebate going with this. picture quality is said to be supect.. so i'm wary of this one...
     

  urllink link 
    
","['\n\n\n       \n       urllink fujifilm finepix s7000  is yet another alternative.', 'only this is 150 dollars more.. thought there is a 100 dollar rebate going with this.', ""picture quality is said to be supect.. so i'm wary of this one...\n     \n\n  urllink link""]"
"16,May,2004","


       
       urllink panasonic lumix dmc-fz10s  is another alternative camera that can be considered... only problem is the 100 dollar plus on the price tag...   definitely not affordable
     

  urllink link 
    
",['\n\n\n       \n       urllink panasonic lumix dmc-fz10s  is another alternative camera that can be considered... only problem is the 100 dollar plus on the price tag...   definitely not affordable\n     \n\n  urllink link']
"16,May,2004","


       
      i'm going to be buying a digital camera soon... i've finally settled on the  urllink canon powershot s1 is . mainly selected because of the huge zoom (10x) and the image stabilisation system on the camera... am also buying a  urllink sandisk 256 mb compact flash card .  and a couple of sets of  urllink 2200 nimh powerex batteries and a maha charger  to power the entire rig...  
     

 
    
","[""\n\n\n       \n      i'm going to be buying a digital camera soon... i've finally settled on the  urllink canon powershot s1 is ."", 'mainly selected because of the huge zoom (10x) and the image stabilisation system on the camera... am also buying a  urllink sandisk 256 mb compact flash card .', 'and a couple of sets of  urllink 2200 nimh powerex batteries and a maha charger  to power the entire rig...']"
"31,July,2004","


       
      i got an invite for  urllink game never ending . i'd signed up for this months ago. now to see what it can do...
     

  urllink link 
    
","['\n\n\n       \n      i got an invite for  urllink game never ending .', ""i'd signed up for this months ago."", 'now to see what it can do...\n     \n\n  urllink link']"
"30,July,2004","


       
      i was thinking of starting a blog with a theme. tv program reviews perhaps, english channels. i can't bear to watch the star plus crap anyway...
     

 
    
","['\n\n\n       \n      i was thinking of starting a blog with a theme.', 'tv program reviews perhaps, english channels.', ""i can't bear to watch the star plus crap anyway...""]"
"29,July,2004","


       
      google ad sense wrote back to my crib, saying we apologise blah blah and here is your account to make billions and billions of dollars, oops rupees. mua hahaha.   anyway the ads are not running as of now. maybe in 48 hours as claimed by the  urllink faq 
     

 
    
","['\n\n\n       \n      google ad sense wrote back to my crib, saying we apologise blah blah and here is your account to make billions and billions of dollars, oops rupees.', 'mua hahaha.', 'anyway the ads are not running as of now.', 'maybe in 48 hours as claimed by the  urllink faq']"
"29,July,2004","


       
      the reason i commented on the lack of ads on blogspot, was because google denied an adsense account, reason given was that this url was duplicate submisssion. considering that i only created the url a few days back, it is somewhat absurd...
     

 
    
","['\n\n\n       \n      the reason i commented on the lack of ads on blogspot, was because google denied an adsense account, reason given was that this url was duplicate submisssion.', 'considering that i only created the url a few days back, it is somewhat absurd...']"
