Address,BuildingArea,YearBuilt
2/30 Kalimna St,92.0,1980.0
10/36 Jurang St,,
1 Knutsford St,,
34 Monash Av,,
70 Monash Av,,
19 Reid St,,
262 Union Rd,350.0,1910.0
25 Kalimna St,,
4/12 Kireep Rd,,1968.0
7 Naroo St,,
6/11 Yarrbat Av,,
60a Talbot Av,,
61 Balwyn Rd,322.0,1920.0
27 Metung St,207.0,1940.0
4/35 Weir St,150.0,1960.0
9 Bruce St,350.0,2012.0
6 Clapham St,,
109 Gordon St,315.0,1938.0
14 Kinsale Cr,,
34 Nott St,,
275 Union Rd,,
3/14 Weir St,,
1 Prowse Av,,
29 Metung St,,
27 Reid St,314.0,1986.0
28 Sevenoaks St,393.0,2005.0
26 Wills St,291.0,1930.0
165 Balwyn Rd,155.0,1940.0
1/5 Cherry Rd,,1965.0
160 Gordon St,276.0,2000.0
17 Knutsford St,166.0,1930.0
1/10 Mangan St,,
47 Naroo St,193.0,1943.0
9 Norbert St,,
8 Raynes St,,
1/13 Relowe Cr,,
38 Relowe Cr,,
15A Westminster St,,
6 Abercrombie St,,
1/74 Balwyn Rd,,1940.0
112 Belmore Rd,420.0,2009.0
3/32 Deepdene Rd,,
2 Pembroke Rd,,
12 Wills St,260.0,1960.0
23 Wills St,,
51 Yarrbat Av,,
3/12 Brenbeal St,80.0,1960.0
51 Elliott Av,,
11 Pryton Ct,169.0,1960.0
29 Sevenoaks St,,
321a Union Rd,190.0,2011.0
46 Yongala St,,1950.0
34 Jurang St,323.0,1980.0
33 Power St,115.0,1935.0
5 Shrimpton Ct,,
3/41 Clifton St,167.0,2000.0
153 Doncaster Rd,154.0,1950.0
19 Jacka St,275.0,1960.0
32 Jaserfold St,,
2/5 Marwal Av,,
32 Maylands Av,,
30 Abbott St,,
25 Bolinda Rd,185.0,1955.0
3 Dumblane St,477.0,2015.0
30 Hood St,215.0,1955.0
36 Kenny St,137.0,1950.0
2 Maughan Pde,205.0,1950.0
24 McShane St,178.0,1960.0
45 Riverside Av,,
13 Riverview Rd,214.0,1950.0
43 Sweyn St,160.0,2011.0
10 Carrington St,131.0,1960.0
49 Fortuna Av,,
3 Highbury St,,
14 Kawarren St,185.0,1960.0
88 Longview Rd,124.0,1950.0
113 Maud St,150.0,1955.0
6 Stuart Ct,225.0,1958.0
61 Sutton St,,
62 Maud St,,1960.0
38 Nevada St,,
2 Osburn Av,,
5 Arama St,,
325 Belmore Rd,520.0,2013.0
1 Buchanan Av,,
45 Cityview Rd,,
15 Ellendale St,144.0,2003.0
101 Hill Rd,233.0,1950.0
10 Sylvander St,145.0,1980.0
85 Tannock St,,1953.0
6 Abassia St,,
293 Belmore Rd,,1970.0
1/9 Citron Av,,
30 Clifton St,330.0,1965.0
8 Kalonga Rd,,
2/1 Leicester St,111.0,2000.0
10 Seattle St,,
3/54 Severn St,,
14 Buchanan Av,,
108 Bulleen Rd,365.0,2013.0
5 Carrington St,254.0,1990.0
37 Gardenia Rd,445.0,2016.0
40 Winfield Rd,,
7 Clifton St,,
3 Clive Ct,275.0,1970.0
2/34 Doncaster Rd,,
7 Page St,154.0,1967.0
1/39 Trentwood Av,,
58 Aquila St,,
14 Cascade St,,1939.0
8 Cash St,275.0,1993.0
6 Cumberland Av,,
7 Grieve St,355.0,2006.0
39 Kawarren St,247.0,1970.0
185 Doncaster Rd,,1939.0
41 Helston St,165.0,1960.0
17 Maylands Av,,
15 Moody St,247.0,1992.0
53 Sweyn St,,
2/11 Winfield Rd,,
2/31 Sutton St,120.0,1960.0
13 Lucifer St,,
141 Greythorn Rd,,1950.0
23a The Boulevard,355.0,1955.0
16b Alpha St,,
62 Clifton St,,
47 Ellsa St,197.0,1950.0
5 Lemon Rd,,
21 Maud St,,
53 Trentwood Av,,
1 Bolinda Rd,168.0,1960.0
35 Corhampton Rd,,1948.0
151 Bulleen Rd,,
56a Clifton St,188.0,2012.0
12 Hood St,360.0,2007.0
2 Tudor Ct,529.0,2008.0
28 Walnut Rd,232.0,1970.0
14 Bernard St,165.0,1950.0
14 Dumblane St,170.0,1955.0
13 Glenthorn Av,,
64 Greythorn Rd,244.0,1950.0
42 Maud St,116.0,1950.0
19 Nicholson St,275.0,1930.0
11 Stephens St,50.0,
54 Sutton St,90.0,1930.0
1 Ventnor St,,
3 Alpha St,,
237a Balwyn Rd,,
1/17 Corhampton Rd,,
48 Hosken St,196.0,1960.0
8 Kawarren St,296.0,1968.0
17 Stephens St,420.0,2003.0
7 Sunburst Av,,
20 Ajax St,,1960.0
24 Cumberland Av,,
15 Illawarra Rd,720.0,1950.0
5 Andrew Ct,,
45 Dempster Av,,
45 Woodville St,,
12 Clifton St,170.0,1950.0
8 Colby St,,
6 Leicester St,,
23 Maud St,,
2/5 Maud St,102.0,1970.0
21 Riverside Av,,
9 Seattle St,201.0,1974.0
16 Sylvan St,200.0,2014.0
14 Aylmer St,125.0,1945.0
49 Aylmer St,,
5 Echo Av,,
14 Hedderwick St,,
168 Maud St,,
9 Stephens St,518.0,2013.0
9 Sunburst Av,,
31 Tuxen St,,
31 Viewhill Rd,,
5 Grieve St,250.0,1950.0
48 Hosken St,196.0,1960.0
15 Leicester St,150.0,2010.0
2/22 Severn St,,
28 Severn St,175.0,1940.0
3 Capella St,,
3/1 Corhampton Rd,85.0,1975.0
18 Highview Rd,270.0,1970.0
1 Morris St,5.0,
17 Riverview Rd,260.0,1950.0
85a Woodville St,177.0,2009.0
211 Belmore Rd,542.0,2014.0
13 Bernard St,,
4a Corhampton Rd,,
6 Hedderwick St,,
41 Helston St,165.0,1960.0
38 Panoramic Rd,142.0,1930.0
65 Sylvander St,239.0,1940.0
25 Bernard St,,1956.0
10 Citron Av,,
11 Highview Rd,,
24 Maud St,200.0,1936.0
3/52 Maud St,,1970.0
1 Renown St,148.0,1960.0
23 Alpha St,,
3/48 Alpha St,112.0,1995.0
4 Ajax St,,
31 Almond St,200.0,1970.0
66 Almond St,,
2/42 Gardenia Rd,,2010.0
19 Hedderwick St,153.0,1950.0
34 Kawarren St,,1974.0
2B Lemon Rd,220.0,2014.0
31 MacEdon Av,,
430 Balwyn Rd,200.0,1961.0
74 Cityview Rd,268.0,1948.0
43 Helston St,198.0,1960.0
27 Landen Av,,
36 Larbert Av,,
1/9 Lime Av,,
16 Nevada St,175.0,1960.0
8a Sylvan St,,
27 Viewhill Rd,,
1/32 Viewhill Rd,,
35 Walnut Rd,,
21 Winfield Rd,,
10 Wynyard Cr,,
9 Arama St,,
3/191 Balwyn Rd,,2010.0
233 Balwyn Rd,,1960.0
2 Carron St,,
2/2 Hatfield St,144.0,1950.0
5/133 Maud St,,1950.0
11 Milfay Ct,151.0,1960.0
23A The Boulevard,355.0,1955.0
123 Winfield Rd,199.0,1980.0
30 Abbott St,,
69 Aylmer St,,1970.0
10a Bolinda Rd,,
15 Ellendale St,144.0,2003.0
38 Ferdinand Av,,
38 Ferninand Av,,
22 Highbury St,,
15 Maughan Pde,193.0,1950.0
5 Pam Av,,
61 Ray Dr,,1997.0
10 Dumblane St,,
9 Gildan St,,
10 Hood St,,
3/8 Severn St,,
40 Stephens St,,1960.0
24 Willis St,147.0,1955.0
8 Harrington Av,,
2/3 Hatfield St,102.0,1968.0
40 Panoramic Rd,175.0,1950.0
34 Sunburst Av,,
1 Tovey St,,1957.0
12 Ursa St,,
5/205 Centre Rd,,1974.0
22 Hobart St,,
1/236 Patterson Rd,121.0,1950.0
7a Porter Rd,,
2/531 South Rd,,1997.0
1/28 Strathmore St,,
32 Leckie St,,
7 Marquis Rd,,
11 Rogers Rd,143.0,1960.0
3/2 Scotts St,250.0,1970.0
11A Mortimore St,181.0,2000.0
1/22 Bent St,,
31 Cushing Av,,
4 Park Cr,,
2/523 South Rd,,
127 Tucker Rd,,
14a Vunabere Av,,
37 Godfrey St,,
174 Jasper Rd,,1925.0
15 Miles St,,
143 Patterson Rd,,1950.0
13 Somers St,127.0,1945.0
8/11 Brentwood St,69.0,1965.0
12b Coates St,212.0,2012.0
4/87 Mitchell St,,
156 Patterson Rd,164.0,1940.0
8 Rose St,250.0,1928.0
17 Windsor Av,,
16a Marquis Rd,,
23 Yawla St,222.0,1940.0
39 Luckins Rd,194.0,1940.0
1/19 Patterson Rd,,
44 Patterson Rd,137.0,1960.0
592 Centre Rd,116.0,1948.0
2 Gwendoline Av,,
32 Luckins Rd,,
575 South Rd,,
106 Brewer Rd,,
74 Fromer St,112.0,1940.0
4 Gordon St,135.0,1910.0
58 London St,205.0,2010.0
41 North Av,,
182 Patterson Rd,138.0,1960.0
2/14 Talbot Av,,
3/9 Blair St,125.0,1990.0
548 Centre Rd,,1987.0
1/30 Daley St,103.0,1940.0
1/26 Harding St,,
44 Mitchell St,,
13/27 Patterson Rd,92.0,1960.0
112 Tucker Rd,233.0,1950.0
9 Yawla St,353.0,2008.0
66 Fromer St,,1950.0
16 Strathmore St,,
10/21 Bent St,,
12 Delhi St,,
2/7 Gordon St,475.0,2005.0
2/32 Mavho St,,
201/39 Mavho St,,
11 Somers St,,
103 Tucker Rd,,
11 Wheatley Rd,197.0,1930.0
2/15 Jasper Rd,100.0,1990.0
9 Park Cr,,
6 Atkinson St,108.0,1950.0
19b Howell St,,
38 Leckie St,,1925.0
15 Luckins Rd,,
33 Luckins Rd,245.0,1970.0
4a Rosina St,255.0,2008.0
14 Sandra Gr,,
4 The Highway,,
98 Tucker Rd,,
4 Leckie St,,
9b Marquis Rd,,
10 Osborne Av,,
41 Wavell St,,1950.0
43 Wavell St,,
4 Daley St,143.0,1950.0
145a Jasper Rd,,
55 North Av,,
15 Wilson St,,1920.0
59b Fromer St,,
64 Tucker Rd,170.0,1965.0
1/96 Tucker Rd,,
3/18 Bleazby St,88.0,2012.0
33A Campbell St,,
2/1 Corbie St,149.0,2007.0
25A Fromer St,,
77B Fromer St,160.0,2012.0
2 Windsor Av,,
19 Godfrey St,,1986.0
5 Luckins Rd,125.0,1950.0
4/121 Tucker Rd,73.0,1967.0
147 Tucker Rd,,
13 Wood St,284.0,1950.0
17b Delhi St,,
25 Mitchell St,,
28b Scotts St,,
3/148 Tucker Rd,,
1/7 Uonga Rd,109.0,1960.0
12 Werona St,,
2 Marquis Rd,,
17 Oak St,181.0,1925.0
3 Somers St,,
81 Fromer St,168.0,1970.0
13 Horsley St,96.0,1970.0
11 Wilson St,361.0,2012.0
26 Buckingham Av,,
68 Mortimore St,,
11/27 Patterson Rd,,
21 Charlton St,,
43 Godfrey St,250.0,1926.0
7 Whitmuir Rd,,
20 Wright St,766.0,
34 Buckingham Av,,
1/7 Railway Cr,,
13a Rosina St,,
11 Talbot Av,,
48 Vickery St,,1930.0
1a Werona St,90.0,2007.0
24a Atkinson St,,
16b Marquis Rd,,
3/18 North Av,,
40 Coates St,107.0,1998.0
31b Fairbank Rd,,
6 Gwendoline Av,,
51A London St,,
8B McKittrick Rd,220.0,2010.0
99 Patterson Rd,,
46 Railway Cr,,
17 Smith St,275.0,1988.0
18 Wright St,,
21 Bruce St,150.0,1930.0
3 Castles Rd,,
34b Daley St,,
72 Daley St,150.0,1940.0
15a Dickens St,,
22 Hutchinson St,178.0,1950.0
8/187 Tucker Rd,,1970.0
63 Tucker Rd,,
11 Vunabere Av,,
5/9 Whitmuir Rd,,1960.0
11 Wilson St,361.0,2012.0
2/1 Marion St,,
6/25 Vickery St,,1968.0
9 Edinburgh St,146.0,1950.0
11a Latham St,,
18 Mervin St,,
21b Northam Rd,,
68 Pasadena Cr,,
1/69 Purtell St,,
30 Veronica St,125.0,2008.0
2a Bessie St,95.0,2002.0
30a Chesterville Dr,,
14a Daphne St,,
3/3 Dega Av,,
19 Denver St,190.0,1960.0
7a Dover St,,
2/7 Francesco St,,2000.0
96 Paloma St,,
93 Parkmore Rd,,
33 Pasadena Cr,,
22 Valkstone St,193.0,2010.0
33 Chauvel St,60.0,1940.0
1/9 Francesco St,,
14B Boronia St,,
76 Castlewood St,,
38 Edinburgh St,,
1/41 Elizabeth St,120.0,1999.0
2/61 Lahona Av,,
6/12 Neville St,,
27 Neville St,,
2a Rae St,,
2/48 Abbin Av,,
88b Bignell Rd,,
2/25 Birdwood St,79.0,1980.0
8a Bray Ct,,
24 Brooks St,178.0,1950.0
1/348 Chesterville Rd,,1950.0
13 Claronga St,110.0,1950.0
17a Edinburgh St,141.0,2012.0
49 Gowrie St,,
1 Konrad St,,1975.0
39 Lesden St,,
19 Kurrajong St,,1970.0
34b Lesden St,222.0,2014.0
7a Melva St,,
59 Tambet St,180.0,2006.0
24 Barrani St,110.0,1970.0
71 Bignell Rd,191.0,1960.0
96 Brady Rd,140.0,1950.0
25 Connie St,146.0,1950.0
9/7 Derry St,78.0,1970.0
3/32 Elizabeth St,87.0,
33 Molden St,,
20 Normdale Rd,,
38 Northam Rd,177.0,1970.0
9 Northam Rd,141.0,1960.0
102b Parkmore Rd,,
48a Purtell St,,
1/6 Richard St,150.0,1960.0
12 Rudyard St,,1955.0
3 Veronica St,118.0,1960.0
641 Warrigal Rd,96.0,1950.0
7 Abbin Av,,
10b Alexander St,,
202/24 Becket Av,,
2a Bellevue Rd,,
2/12 Blenheim St,,
30b Chesterville Dr,,
4/19 Gray St,,1970.0
4 Tambet St,163.0,1955.0
44 Vasey St,,
109 Victor Rd,,
7 Wallace St,,
21 Wards Gr,138.0,1940.0
2/3 Wonga Ct,75.0,1960.0
26 Boronia St,,
1/57 Latham St,,
69b Latham St,,
16 Leigh St,,
23b Moylan St,,
832 North Rd,174.0,1950.0
87 Parkmore Rd,177.0,1970.0
1A Brian St,207.0,2012.0
13 Brooks St,166.0,1960.0
4/738 Centre Rd,,
2 Kenlon St,,
8 Larman St,,
18 May St,,
9A Murrong Av,,
1098 North Rd,,
106 Parkmore Rd,,
77b Stockdale Av,,
8 Tambet St,,
29A Dromana Av,,
25 Magnolia Av,,
77b Stockdale Av,,
3a Bellevue Rd,,
41 Bradford St,145.0,1998.0
1/932 Centre Rd,,
10 Denver St,,
2/41 Elizabeth St,117.0,1995.0
40 Kennedy St,,
12 Larman St,,
5b MacKie Rd,140.0,2009.0
4 Millard St,,
13 Norville St,,
37 Orange St,,
36 Pasadena Cr,,
1/112 Tambet St,135.0,1960.0
25 Thornton St,120.0,1950.0
1 Trinity Ct,205.0,1970.0
75a Waratah St,,
23 Wolai Av,,
53 Purtell St,,
33 Schulz St,112.0,
12 Tambet St,102.0,1960.0
1/93 Tambet St,,
22b Vasey St,,
2/15 Liverpool St,117.0,2000.0
47 MacKie Rd,,
23 Yarraburn Cl,190.0,2004.0
37 Valkstone St,280.0,1952.0
14 Vasey St,,
1a Wamba Rd,,
32a Argyle St,,
12 Barrani St,131.0,1950.0
45 Browns Rd,,
69a Deakin St,,
25 Glover St,,
21 Highview Rd,79.0,2005.0
18 Normanby Rd,133.0,1960.0
6/48 Pasadena Cr,,
93 Tudor St,119.0,2000.0
23 York St,160.0,1950.0
2/34 Adrian St,,1996.0
18 Dega Av,,
20 Elizabeth St,,
7 England St,196.0,1950.0
11b Lilac St,205.0,2006.0
53 Molden St,,
790 North Rd,315.0,1930.0
2/95 Victor Rd,,
26 Almurta Rd,120.0,1970.0
35b Barrani St,,
29 Beddoe Av,,
1/57 Brooks St,126.0,1950.0
48a Celia St,231.0,2010.0
30 Chauvel St,,
36 Kennedy St,,
5 Kennedy St,,
8 Leo St,176.0,1960.0
42 Marlborough St,,
11 Moylan St,165.0,1950.0
42 Paloma St,122.0,1950.0
601 South Rd,140.0,1940.0
1/51 Valkstone St,,2010.0
75 Victor Rd,,
3/23 Elizabeth St,72.0,1970.0
2/11 Francesco St,,
2/40 Francesco St,156.0,2000.0
16 Greenview Ct,,
8 Haigh St,,
5 Malane St,,
2/75 Marlborough St,106.0,2014.0
2/1 Mervin St,,
1002 North Rd,143.0,2003.0
27 Parkmore Rd,,
24 Pasadena Cr,,
20 Patricia St,96.0,1950.0
71 Victor Rd,,
40 Waratah St,,1940.0
1/38 Kennedy St,190.0,2010.0
75 Latham St,,
19 Ludwell Cr,,
3/14 Malane St,,
2/111 Marlborough St,,1994.0
2/119 Marlborough St,80.0,2000.0
3 Molden St,257.0,1950.0
2/53 Moylan St,105.0,1980.0
3b Noora Av,,
75 Orange St,,
18 Paloma St,,
31b Purtell St,256.0,2015.0
621 South Rd,139.0,1964.0
24 Veronica St,96.0,1950.0
2/14 Wamba Rd,123.0,2007.0
14 Charles St,160.0,2012.0
14 Florence St,163.0,1970.0
1 Jassa St,122.0,1950.0
12 Millard St,160.0,1960.0
4 Adrian St,,1966.0
21 Beddoe Av,,
40 Chesterville Dr,,
54 Elizabeth St,147.0,1949.0
2/10 Matthews Rd,83.0,2011.0
1/26 Patricia St,,1950.0
39 Shrewsbury St,151.0,1960.0
579 Warrigal Rd,,
10 Boronia St,337.0,2006.0
15a England St,,
15b England St,,
2 Konrad St,,
9b Latham St,,
20 McGuinness Rd,,
6/1126 North Rd,,2012.0
76 Bignell Rd,,
2/12 Brosa Av,,
5a Cavalier St,28.0,2010.0
2/5 Connie St,150.0,2011.0
23 Gardeners Rd,,
113a MacKie Rd,,
123 MacKie Rd,168.0,1950.0
44a McGuinness Rd,,
11 Melball St,146.0,1970.0
2/8 Rudyard St,200.0,2008.0
8 Tudor St,,
2A Barrani St,265.0,2012.0
2/16 Bessie St,132.0,2005.0
177 Bignell Rd,538.0,
1/6 Brad St,99.0,1970.0
98 Brady Rd,158.0,1980.0
3 Forrest St,120.0,1960.0
28a Latham St,,
88 MacKie Rd,196.0,1970.0
4 Mawby Rd,186.0,1950.0
370 McKinnon Rd,,
1/1124 North Rd,100.0,2010.0
43 Wards Gr,,
45 Chesterville Dr,,
61 Molden St,131.0,2005.0
75b Parkmore Rd,,
30 Browns Rd,,
15 Cormick St,,
3/2 Garden Rd,114.0,1995.0
6 Gray St,,
7 Larman St,,
2/5 Pell St,,
41 Wards Gr,,
10a Yaralla Rd,,
30A Almurta Rd,,
1/811 Centre Rd,115.0,1950.0
335 Chesterville Rd,,
71 Deakin St,296.0,2007.0
2/42 Gowrie St,,
2/12 Hodgson Gr,100.0,1996.0
5 Konrad St,,
18 Patricia St,144.0,1960.0
2 Sanicki Ct,,
8 Stockdale Av,,
10a Stratford Av,,
2/25 Brooks St,,
2/34 Browns Rd,,
16a Daphne St,,
1/4 Daphne St,,
81 Kennedy St,,
24 Kurrajong St,,
69 Lancaster St,,
3b Manuka St,122.0,2012.0
25a Surrey St,,
36a Barrington St,,
38a Beddoe Av,,
3 Belinda Ct,198.0,1997.0
10a Bevis St,,
1/3 Brady Rd,,2001.0
9 Colin St,,
27 Connie St,167.0,1950.0
54a MacKie Rd,,
8 Marlborough St,94.0,1950.0
1/39 Neville St,133.0,1950.0
641 South Rd,156.0,1970.0
4 Wingate St,219.0,2013.0
25 Anarth St,118.0,2005.0
115 Bignell Rd,,
7a Cardiff St,,
12 John St,,
41 Mawby Rd,,
32 Margaret St,255.0,1940.0
5/91 Thames St,58.0,1970.0
6/29 Barkly St,81.0,1965.0
1/1 Cherryhinton St,,
4/425 Station St,,2003.0
1 Jolie Gr,146.0,1960.0
12 Clota Av,,
43 Barkly St,112.0,2013.0
1/24 Rose St,103.0,2006.0
3/18 Standard Av,,
18 Glenmore St,167.0,1905.0
30 Graham Pl,1044.0,1920.0
1089 Whitehorse Rd,,1970.0
3 Alexander St,170.0,1950.0
21 Barkly St,110.0,1950.0
17 Combarton St,151.0,1910.0
1/7 Glenmore St,,1970.0
15 Davey St,108.0,1950.0
89 Thames St,,1950.0
19 Wavell St,,
31/41 Harrow St,65.0,2010.0
1/14 Barkly St,158.0,2008.0
23 Bass St,134.0,1950.0
3/14 Bedford St,3.0,2000.0
5 Wavell St,159.0,1940.0
22 William St,106.0,1930.0
55 Albion Rd,195.0,1890.0
126 Carrington Rd,,
54 Watts St,,
12 Barcelona St,235.0,1927.0
2/4 Collins St,108.0,1980.0
12 Pendle St,,
33 Pendle St,162.0,1926.0
4/7 James St,200.0,1992.0
7/12 Oxford St,,
1/11 Sweetland Rd,73.0,1960.0
6 Archibald St,120.0,1945.0
19 Kent Rd,106.0,1890.0
2/20 Simpsons Rd,,2000.0
3/8 Ashted Rd,82.0,1970.0
6 Bass St,,1912.0
10 Cunningham St,,
1 Maple St,,2005.0
3/5 Kent Rd,,
5 Patricia St,95.0,1920.0
14 Collins St,231.0,1924.0
14 Standard Av,,
1/10 Kangerong Rd,,
10 Kent Rd,238.0,1885.0
1/18 Standard Av,,
9 Combarton St,185.0,1920.0
15 Simpsons Rd,,
47 Albion Rd,,
837 Canterbury Rd,119.0,1930.0
2/38 Margaret St,130.0,2000.0
2/30 Barkly St,,1970.0
7/1102 Whitehorse Rd,99.0,2015.0
1/14 Alexander St,,1970.0
33 Bedford St,207.0,1970.0
44 Carlton St,94.0,1950.0
132 Duke St,,
25 Lily St,75.0,1950.0
1/3 Vine St,106.0,2011.0
2/10 Skewes St,124.0,2006.0
40 Carlton St,,
144 Duke St,77.0,1950.0
80 South Rd,154.0,1990.0
3 Cross St,145.0,2010.0
37 Hargreaves Cr,,
2 Riley Ct,240.0,2002.0
81 Churchill Av,,
18 Hancock Cr,,
3/87 Hargreaves Cr,,
19 Hughes St,,1960.0
21 Hughes St,98.0,1955.0
19 Kannan Bvd,216.0,2008.0
20 Balmoral St,135.0,1970.0
1 Menzies St,,
2/24 Hancock Cr,,
11 Howell Pl,,
40 Lawn Cr,,
160 Duke St,,1950.0
32 Hargreaves Cr,,
12 Myalla St,79.0,1950.0
4 Orange St,108.0,1950.0
2/8 Burnett Av,,
80 South Rd,154.0,1990.0
2/8 Turner Cr,,
13 Wilson St,90.0,1960.0
1 Arthur St,,1960.0
2B Bradford Ct,144.0,2013.0
33 Joy St,,2008.0
1/20 Castley Cr,,
6 Dedrick Gr,,
6/27 Marnoo St,176.0,2002.0
62 Lawn Cr,,
1 Moama St,105.0,1960.0
11/1 Windsor St,104.0,1980.0
25 Errol St,160.0,2000.0
40 Errol St,,
11/27 Marnoo St,138.0,2005.0
29 Hampden St,,
14 Rose St,78.0,1970.0
14 Kenross Ct,,
802 Hampton St,,1940.0
476 New St,254.0,1915.0
18 Rooding St,156.0,1920.0
8 Ballara Ct,,
148 Cochrane St,136.0,1910.0
152A Cochrane St,,
2A Grant St,,
17 McCallum St,284.0,1960.0
10 Murphy St,432.0,2007.0
59 Murphy St,258.0,2010.0
2/26 Pearson St,70.0,1970.0
8 Sargon Gr,146.0,1915.0
18 Victoria St,247.0,1900.0
20 Victoria St,,
50 Well St,122.0,1930.0
178A Were St,,
14 Carpenter St,,
1/137 Cole St,,2000.0
4/78 Dendy St,137.0,1975.0
11 Foote St,,
1/632 Hampton St,,
133 Head St,260.0,1905.0
1/112 Roslyn St,132.0,1940.0
1/119 Roslyn St,225.0,1997.0
6 Webb St,,
15 Whyte St,,
23 Albert St,,
4/14 Asling St,,
30 Barkly St,209.0,1970.0
111 Carpenter St,,
6/4 Seaview Av,,
3/18 Waterloo St,,
6/21 Were St,,
3/78 William St,74.0,1960.0
1/97 Wilson St,,
124 Cole St,135.0,1920.0
60 Halifax St,300.0,1880.0
1 Laburnum Ct,,
1a Mair St,,
24b Munro St,171.0,1993.0
17 New St,,
90 New St,,1920.0
3/20 Burrows St,,
74 Carpenter St,341.0,2005.0
4/149 Church St,92.0,1970.0
120 Cole St,197.0,1910.0
15 Hanby St,340.0,2000.0
25 Lindsay St,,
6/363 New St,93.0,1960.0
123 South Rd,,1923.0
2 View Ct,,
36a Warleigh Gr,,
1/5 Webb St,,
72 William St,,
105/103 Bay St,74.0,2013.0
30a Rooding St,,
3 Snooks Ct,283.0,2015.0
2/422 St Kilda St,163.0,2000.0
5 Davie La,,
26 Dawson Av,,
70 Dendy St,,
9 Foote St,,
21 Grandview Rd,135.0,1918.0
1/17 Tennyson St,,1952.0
17a Bridge St,200.0,2006.0
4/117 Cochrane St,75.0,1970.0
15 Gould St,,1910.0
2/42 Grosvenor St,,1950.0
25 Male St,,
1/10 Manor St,111.0,1980.0
16 Well St,,
176 Were St,202.0,1925.0
2 Campbell St,262.0,2012.0
115 Dendy St,,
640B Hampton St,,
5/778 Hampton St,,
1/858 Hampton St,,
68 Head St,210.0,1920.0
73 Martin St,364.0,2000.0
297 New St,,
2a Roslyn St,,
3/24 South Rd,,
25 Were St,,
6/4 Dudley St,,
5 Avonbury Ct,220.0,1960.0
16 Berwick St,356.0,2016.0
1/16 Black St,85.0,1935.0
5 Bridge St,143.0,1910.0
11a Elm Gr,,
8/42 Grosvenor St,,
833 Hampton St,,
28 Loller St,111.0,1920.0
2/5 Loller St,,2011.0
46 Meek St,,
1/17 Oakwood Av,,
11 Selwyn St,412.0,2002.0
9 Sussex St,221.0,
40 Whyte St,118.0,1953.0
44 William St,,
3/22 Burrows St,,
7 Chavasse St,170.0,1991.0
737 Hampton St,301.0,2012.0
46 Head St,,
4/23 South Rd,116.0,1950.0
1/105 Cochrane St,,
97 Dendy St,423.0,1938.0
1/191 New St,,1970.0
9 Railway Av,,
55 Whyte St,,1995.0
95 Cochrane St,337.0,1990.0
65 Male St,,
6/138 New St,40.0,1965.0
157 New St,219.0,1925.0
8/35 Normanby St,80.0,1920.0
2/66 Well St,,
2/61 Black St,,
4/2 Brandon Cl,,
34 Middle Cr,,
48 Montclair Av,,
31 Orchard St,219.0,1920.0
45 Black St,,
1/12 Burrows St,,
9 Anne Cr,,
22 Champion St,302.0,2000.0
194a Church St,219.0,1920.0
6 Hamilton St,,
679 Hampton St,120.0,1935.0
160 New St,,1958.0
89 South Rd,419.0,
8 Southey St,,
1A Baker St,,
4/14 Brickwood St,75.0,1950.0
2/72 Dendy St,,
15 Loller St,,
36 Martin St,,
12 May St,229.0,1910.0
9 Newbay Cr,,
4/273 St Kilda St,,
53A Whyte St,,
2/109 Dendy St,,
1 Hanby St,,
82 New St,305.0,1890.0
131 South Rd,,
2 Bridge St,,
33 Burrows St,,1930.0
41/18 Cochrane St,,
823 Hampton St,274.0,1920.0
29 Lawrence St,,
64 North Rd,333.0,1925.0
16 Oakwood Av,,
3/4 Seaview Av,,
5/18 William St,,
66 Champion St,311.0,1990.0
4/171 Church St,,
1/33 Cochrane St,,
33 Laburnum St,,
10/32 Loller St,75.0,2005.0
3/61 Martin St,,1965.0
5/22 Well St,,1975.0
33a Durrant St,165.0,1910.0
135 Head St,216.0,1915.0
57 Lynch Cr,,
48 Were St,,
3/18 William St,,
5/9 Collington Av,,
35 Champion St,,
12 Rooding St,,
112 Asling St,,
114A Bay St,,
7 Carpenter St,,
1 Dawson Av,,
147A Male St,2.0,2009.0
119 North Rd,319.0,1995.0
13 Rooding St,250.0,1900.0
15 Rooding St,174.0,1900.0
2/71 Roslyn St,196.0,2000.0
25 Rusden St,143.0,1910.0
59 William St,,
4/95 Wilson St,,
58 Champion St,246.0,1975.0
9 Laburnum St,,
11 Kent Av,,
3/14 Nepean Hwy,,
6/30 Boxshall St,,
1/27 Brickwood St,,
42A Champion St,,
3/198 Church St,74.0,1980.0
686A Hampton St,281.0,2012.0
9 Holmwood Av,,
3A Huntingfield Rd,161.0,1942.0
6c Lindsay St,,
464 New St,,
2 Rothesay Av,,
2 Snooks Ct,423.0,2010.0
7 Wilson St,,
57 Bay St,,
11 Butler St,,
70 Cole St,199.0,1920.0
4/5 Collington Av,,
3a Cowra St,,
2a Dendy St,,
21 Wolseley Gr,142.0,1970.0
23a Chelsea St,110.0,1993.0
8 Dendy St,,
86 Dendy St,304.0,1930.0
4/34 Elwood St,,1970.0
2 Gatehouse Pl,,
10/392 New St,,
71 New St,342.0,2008.0
46 Roslyn St,,2000.0
17 Rusden St,195.0,1990.0
1 View Ct,,2001.0
1/55 Wilson St,,
38 Arnold Rd,404.0,2015.0
