CouncilArea,Postcode,Regionname,Bedroom2,Bathroom,Car,Propertycount,Landsize,Distance,Lattitude,Longtitude
Hobsons Bay City Council,3018.0,Western Metropolitan,3.0,1.0,2.0,5301.0,724.0,13.8,-37.8672,144.817
Hobsons Bay City Council,3018.0,Western Metropolitan,3.0,1.0,2.0,5301.0,512.0,13.8,-37.80696302719972,144.99671101938742
Hobsons Bay City Council,3018.0,Western Metropolitan,3.0,2.0,0.0,5301.0,265.0,13.8,-37.8583,144.8172
Hobsons Bay City Council,3018.0,Western Metropolitan,3.0,3.0,1.0,5301.0,577.0,13.8,-37.8699,144.8235
Hobsons Bay City Council,3018.0,Western Metropolitan,3.0,2.0,1.0,5301.0,205.0,13.8,-37.8684,144.815
Hobsons Bay City Council,3018.0,Western Metropolitan,4.0,1.0,0.0,5301.0,797.0,13.8,-37.8663,144.8387
Hobsons Bay City Council,3018.0,Western Metropolitan,3.0,1.0,2.0,5301.0,181.0,13.8,-37.8659,144.822
Hobsons Bay City Council,3018.0,Western Metropolitan,3.0,1.0,2.0,5301.0,512.0,13.8,-37.80696302719972,144.99671101938742
Hobsons Bay City Council,3018.0,Western Metropolitan,3.0,2.0,2.0,5301.0,529.0,13.8,-37.8612,144.8247
Hobsons Bay City Council,3018.0,Western Metropolitan,2.0,2.0,1.0,5301.0,675.0,13.8,-37.8653,144.8129
Hobsons Bay City Council,3018.0,Western Metropolitan,3.0,1.0,1.0,5301.0,929.0,13.8,-37.8651,144.832
Hobsons Bay City Council,3018.0,Western Metropolitan,3.0,2.0,1.0,5301.0,70.0,13.8,-37.868,144.8285
Hobsons Bay City Council,3018.0,Western Metropolitan,3.0,1.0,4.0,5301.0,697.0,13.8,-37.871,144.8075
Hobsons Bay City Council,3018.0,Western Metropolitan,3.0,1.0,2.0,5301.0,604.0,13.8,-37.8631,144.8195
Hobsons Bay City Council,3018.0,Western Metropolitan,4.0,2.0,3.0,5301.0,532.0,13.8,-37.8637,144.8365
Hobsons Bay City Council,3018.0,Western Metropolitan,2.0,1.0,1.0,5301.0,154.0,13.8,-37.8646,144.8272
Hobsons Bay City Council,3025.0,Western Metropolitan,5.0,3.0,6.0,5132.0,592.0,11.1,-37.8388,144.8567
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,1.0,2.0,5132.0,533.0,11.1,-37.8291,144.835
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,1.0,2.0,5132.0,512.0,11.1,-37.80696302719972,144.99671101938742
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,1.0,2.0,5132.0,512.0,11.1,-37.80696302719972,144.99671101938742
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,1.0,3.0,5132.0,554.0,11.1,-37.8449,144.85
Hobsons Bay City Council,3025.0,Western Metropolitan,2.0,1.0,1.0,5132.0,77.0,11.1,-37.8351,144.8529
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,1.0,3.0,5132.0,655.0,11.1,-37.8338,144.8562
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,1.0,2.0,5132.0,534.0,11.1,-37.8284,144.8355
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,1.0,3.0,5132.0,540.0,11.1,-37.8267,144.8368
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,2.0,1.0,5132.0,0.0,11.1,-37.8379,144.8583
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,1.0,2.0,5132.0,512.0,11.1,-37.80696302719972,144.99671101938742
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,1.0,2.0,5132.0,512.0,11.1,-37.80696302719972,144.99671101938742
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,1.0,2.0,5132.0,512.0,11.1,-37.80696302719972,144.99671101938742
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,1.0,1.0,5132.0,328.0,11.1,-37.838,144.8555
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,1.0,2.0,5132.0,512.0,11.1,-37.80696302719972,144.99671101938742
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,1.0,3.0,5132.0,540.0,11.1,-37.8294,144.8378
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,1.0,2.0,5132.0,512.0,11.1,-37.80696302719972,144.99671101938742
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,1.0,2.0,5132.0,512.0,11.1,-37.80696302719972,144.99671101938742
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,1.0,2.0,5132.0,512.0,11.1,-37.80696302719972,144.99671101938742
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,1.0,4.0,5132.0,559.0,11.1,-37.8448,144.8529
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,1.0,2.0,5132.0,512.0,11.1,-37.80696302719972,144.99671101938742
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,1.0,2.0,5132.0,512.0,11.1,-37.80696302719972,144.99671101938742
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,1.0,3.0,5132.0,554.0,11.1,-37.8449,144.85
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,1.0,2.0,5132.0,512.0,11.1,-37.80696302719972,144.99671101938742
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,1.0,2.0,5132.0,512.0,11.1,-37.80696302719972,144.99671101938742
Hobsons Bay City Council,3025.0,Western Metropolitan,2.0,1.0,1.0,5132.0,252.0,11.1,-37.8397,144.8602
Hobsons Bay City Council,3025.0,Western Metropolitan,4.0,1.0,4.0,5132.0,558.0,11.1,-37.8451,144.8529
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,1.0,2.0,5132.0,512.0,11.1,-37.80696302719972,144.99671101938742
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,1.0,2.0,5132.0,512.0,11.1,-37.80696302719972,144.99671101938742
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,1.0,2.0,5132.0,512.0,11.1,-37.80696302719972,144.99671101938742
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,1.0,2.0,5132.0,512.0,11.1,-37.80696302719972,144.99671101938742
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,2.0,2.0,5132.0,171.0,11.1,-37.8337,144.8554
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,1.0,2.0,5132.0,585.0,11.1,-37.8258,144.8523
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,1.0,2.0,5132.0,512.0,11.1,-37.80696302719972,144.99671101938742
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,1.0,2.0,5132.0,512.0,11.1,-37.80696302719972,144.99671101938742
Hobsons Bay City Council,3025.0,Western Metropolitan,4.0,1.0,4.0,5132.0,851.0,11.1,-37.8345,144.8444
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,1.0,2.0,5132.0,512.0,11.1,-37.80696302719972,144.99671101938742
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,1.0,2.0,5132.0,512.0,11.1,-37.80696302719972,144.99671101938742
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,1.0,2.0,5132.0,512.0,11.1,-37.80696302719972,144.99671101938742
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,1.0,2.0,5132.0,512.0,11.1,-37.80696302719972,144.99671101938742
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,1.0,2.0,5132.0,512.0,11.1,-37.80696302719972,144.99671101938742
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,1.0,2.0,5132.0,512.0,11.1,-37.80696302719972,144.99671101938742
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,1.0,2.0,5132.0,512.0,11.1,-37.80696302719972,144.99671101938742
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,1.0,2.0,5132.0,512.0,11.1,-37.80696302719972,144.99671101938742
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,1.0,3.0,5132.0,551.0,11.1,-37.8254,144.8514
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,1.0,2.0,5132.0,512.0,11.1,-37.80696302719972,144.99671101938742
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,1.0,3.0,5132.0,602.0,11.1,-37.8327,144.8451
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,1.0,2.0,5132.0,740.0,11.1,-37.8269,144.8455
Hobsons Bay City Council,3025.0,Western Metropolitan,4.0,2.0,4.0,5132.0,315.0,11.1,-37.8391,144.8467
Hobsons Bay City Council,3025.0,Western Metropolitan,5.0,2.0,2.0,5132.0,276.0,11.1,-37.8262,144.8443
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,1.0,2.0,5132.0,512.0,11.1,-37.80696302719972,144.99671101938742
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,1.0,1.0,5132.0,531.0,11.1,-37.8277,144.8385
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,2.0,1.0,5132.0,590.0,11.1,-37.8382,144.8649
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,1.0,4.0,5132.0,715.0,11.1,-37.8423,144.8632
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,1.0,2.0,5132.0,512.0,11.1,-37.80696302719972,144.99671101938742
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,1.0,2.0,5132.0,561.0,11.1,-37.8444,144.8491
Hobsons Bay City Council,3025.0,Western Metropolitan,2.0,1.0,2.0,5132.0,691.0,11.1,-37.834,144.8553
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,2.0,3.0,5132.0,555.0,11.1,-37.8318,144.8388
Hobsons Bay City Council,3025.0,Western Metropolitan,4.0,1.0,2.0,5132.0,708.0,11.1,-37.833,144.8494
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,1.0,2.0,5132.0,512.0,11.1,-37.80696302719972,144.99671101938742
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,1.0,2.0,5132.0,512.0,11.1,-37.80696302719972,144.99671101938742
Hobsons Bay City Council,3025.0,Western Metropolitan,4.0,1.0,3.0,5132.0,668.0,11.1,-37.8262,144.8439
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,1.0,2.0,5132.0,512.0,11.1,-37.80696302719972,144.99671101938742
Hobsons Bay City Council,3025.0,Western Metropolitan,4.0,3.0,1.0,5132.0,252.0,11.1,-37.8393,144.8568
Hobsons Bay City Council,3025.0,Western Metropolitan,4.0,1.0,4.0,5132.0,633.0,11.1,-37.8375,144.8541
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,1.0,2.0,5132.0,512.0,11.1,-37.80696302719972,144.99671101938742
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,1.0,1.0,5132.0,557.0,11.1,-37.8441,144.8505
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,1.0,1.0,5132.0,536.0,11.1,-37.8285,144.8351
Hobsons Bay City Council,3025.0,Western Metropolitan,2.0,1.0,1.0,5132.0,153.0,11.1,-37.8332,144.8649
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,1.0,2.0,5132.0,512.0,11.1,-37.80696302719972,144.99671101938742
Hobsons Bay City Council,3025.0,Western Metropolitan,3.0,1.0,2.0,5132.0,512.0,11.1,-37.80696302719972,144.99671101938742
Stonnington City Council,3143.0,Southern Metropolitan,2.0,1.0,1.0,4836.0,0.0,6.3,-37.8543,145.0262
Stonnington City Council,3143.0,Southern Metropolitan,2.0,1.0,0.0,4836.0,861.0,6.3,-37.8539,145.0284
Stonnington City Council,3143.0,Southern Metropolitan,3.0,2.0,2.0,4836.0,0.0,6.3,-37.8552,145.016
Stonnington City Council,3143.0,Southern Metropolitan,3.0,2.0,2.0,4836.0,101.0,6.3,-37.854,145.0135
Stonnington City Council,3143.0,Southern Metropolitan,3.0,1.0,2.0,4836.0,512.0,6.3,-37.80696302719972,144.99671101938742
Stonnington City Council,3143.0,Southern Metropolitan,3.0,2.0,2.0,4836.0,296.0,6.3,-37.8614,145.0274
Stonnington City Council,3143.0,Southern Metropolitan,1.0,1.0,0.0,4836.0,0.0,6.3,-37.853,145.0167
Stonnington City Council,3143.0,Southern Metropolitan,3.0,1.0,2.0,4836.0,512.0,6.3,-37.80696302719972,144.99671101938742
Stonnington City Council,3143.0,Southern Metropolitan,3.0,1.0,2.0,4836.0,512.0,6.3,-37.80696302719972,144.99671101938742
Stonnington City Council,3143.0,Southern Metropolitan,3.0,1.0,1.0,4836.0,217.0,6.3,-37.8592,145.0182
Stonnington City Council,3143.0,Southern Metropolitan,2.0,1.0,2.0,4836.0,0.0,6.3,-37.8538,145.0127
Stonnington City Council,3143.0,Southern Metropolitan,3.0,2.0,2.0,4836.0,0.0,6.3,-37.8537,145.0267
Stonnington City Council,3143.0,Southern Metropolitan,2.0,1.0,1.0,4836.0,0.0,6.3,-37.8619,145.0257
Stonnington City Council,3143.0,Southern Metropolitan,3.0,2.0,1.0,4836.0,205.0,6.3,-37.8574,145.0281
Stonnington City Council,3143.0,Southern Metropolitan,2.0,1.0,2.0,4836.0,0.0,6.3,-37.8552,145.016
Stonnington City Council,3143.0,Southern Metropolitan,3.0,2.0,2.0,4836.0,0.0,6.3,-37.8555,145.0291
Stonnington City Council,3143.0,Southern Metropolitan,4.0,2.0,2.0,4836.0,1581.0,6.3,-37.858000000000004,145.0111
Stonnington City Council,3143.0,Southern Metropolitan,3.0,1.0,2.0,4836.0,512.0,6.3,-37.80696302719972,144.99671101938742
Stonnington City Council,3143.0,Southern Metropolitan,8.0,2.0,2.0,4836.0,693.0,6.3,-37.8638,145.0229
Stonnington City Council,3143.0,Southern Metropolitan,3.0,2.0,1.0,4836.0,2113.0,6.3,-37.8543,145.0262
Stonnington City Council,3143.0,Southern Metropolitan,2.0,1.0,1.0,4836.0,0.0,6.3,-37.8528,145.0268
Stonnington City Council,3143.0,Southern Metropolitan,2.0,2.0,2.0,4836.0,246.0,6.3,-37.8566,145.0116
Stonnington City Council,3143.0,Southern Metropolitan,3.0,1.0,1.0,4836.0,0.0,6.3,-37.8596,145.0198
Stonnington City Council,3143.0,Southern Metropolitan,2.0,2.0,1.0,4836.0,144.0,6.3,-37.8564,145.0228
Stonnington City Council,3143.0,Southern Metropolitan,1.0,1.0,1.0,4836.0,0.0,6.3,-37.8619,145.0185
Stonnington City Council,3143.0,Southern Metropolitan,1.0,1.0,1.0,4836.0,0.0,6.3,-37.8605,145.0185
Stonnington City Council,3143.0,Southern Metropolitan,2.0,2.0,2.0,4836.0,0.0,6.3,-37.8537,145.0267
Stonnington City Council,3143.0,Southern Metropolitan,2.0,1.0,1.0,4836.0,0.0,6.3,-37.8574,145.0174
Stonnington City Council,3143.0,Southern Metropolitan,2.0,1.0,0.0,4836.0,249.0,6.3,-37.8543,145.016
Stonnington City Council,3143.0,Southern Metropolitan,4.0,2.0,2.0,4836.0,624.0,6.3,-37.8536,145.0173
Stonnington City Council,3143.0,Southern Metropolitan,1.0,1.0,0.0,4836.0,881.0,6.3,-37.8614,145.0222
Stonnington City Council,3143.0,Southern Metropolitan,3.0,2.0,2.0,4836.0,405.0,6.3,-37.8545,145.0145
Stonnington City Council,3143.0,Southern Metropolitan,4.0,1.0,2.0,4836.0,495.0,6.3,-37.8613,145.0264
Stonnington City Council,3143.0,Southern Metropolitan,1.0,1.0,1.0,4836.0,0.0,6.3,-37.8537,145.0114
Stonnington City Council,3143.0,Southern Metropolitan,5.0,3.0,4.0,4836.0,1491.0,6.3,-37.8602,145.013
Stonnington City Council,3143.0,Southern Metropolitan,3.0,1.0,2.0,4836.0,169.0,6.3,-37.851,145.0161
Stonnington City Council,3143.0,Southern Metropolitan,3.0,3.0,1.0,4836.0,301.0,6.3,-37.8511,145.0167
Stonnington City Council,3143.0,Southern Metropolitan,3.0,2.0,0.0,4836.0,336.0,6.3,-37.8558,145.015
Stonnington City Council,3143.0,Southern Metropolitan,2.0,2.0,0.0,4836.0,207.0,6.3,-37.8571,145.0224
Stonnington City Council,3143.0,Southern Metropolitan,1.0,1.0,1.0,4836.0,0.0,6.3,-37.8531,145.0115
Stonnington City Council,3143.0,Southern Metropolitan,2.0,1.0,1.0,4836.0,0.0,6.3,-37.8646,145.0247
Stonnington City Council,3143.0,Southern Metropolitan,3.0,2.0,1.0,4836.0,316.0,6.3,-37.8521,145.019
Stonnington City Council,3143.0,Southern Metropolitan,2.0,1.0,2.0,4836.0,212.0,6.3,-37.8542,145.0149
Stonnington City Council,3143.0,Southern Metropolitan,3.0,2.0,2.0,4836.0,0.0,6.3,-37.8597,145.0104
Stonnington City Council,3143.0,Southern Metropolitan,2.0,1.0,1.0,4836.0,0.0,6.3,-37.8573,145.0186
Stonnington City Council,3143.0,Southern Metropolitan,3.0,1.0,1.0,4836.0,0.0,6.3,-37.8596,145.0198
Stonnington City Council,3143.0,Southern Metropolitan,3.0,1.0,2.0,4836.0,328.0,6.3,-37.8559,145.0158
Stonnington City Council,3143.0,Southern Metropolitan,1.0,1.0,1.0,4836.0,0.0,6.3,-37.8575,145.0174
Stonnington City Council,3143.0,Southern Metropolitan,3.0,1.0,2.0,4836.0,512.0,6.3,-37.80696302719972,144.99671101938742
Stonnington City Council,3143.0,Southern Metropolitan,1.0,1.0,1.0,4836.0,0.0,6.3,-37.8509,145.0203
Stonnington City Council,3143.0,Southern Metropolitan,2.0,1.0,1.0,4836.0,2471.0,6.3,-37.8573,145.0186
Stonnington City Council,3143.0,Southern Metropolitan,2.0,1.0,1.0,4836.0,1194.0,6.3,-37.8604,145.0147
Stonnington City Council,3143.0,Southern Metropolitan,2.0,1.0,1.0,4836.0,0.0,6.3,-37.8593,145.0156
Stonnington City Council,3143.0,Southern Metropolitan,3.0,1.0,2.0,4836.0,186.0,6.3,-37.8554,145.0173
Stonnington City Council,3143.0,Southern Metropolitan,4.0,3.0,2.0,4836.0,421.0,6.3,-37.8593,145.0275
Stonnington City Council,3143.0,Southern Metropolitan,1.0,1.0,1.0,4836.0,0.0,6.3,-37.8618,145.0183
Stonnington City Council,3143.0,Southern Metropolitan,3.0,1.0,2.0,4836.0,512.0,6.3,-37.80696302719972,144.99671101938742
Stonnington City Council,3143.0,Southern Metropolitan,3.0,1.0,2.0,4836.0,512.0,6.3,-37.80696302719972,144.99671101938742
Stonnington City Council,3143.0,Southern Metropolitan,4.0,1.0,2.0,4836.0,709.0,6.3,-37.8574,145.016
Stonnington City Council,3143.0,Southern Metropolitan,4.0,3.0,3.0,4836.0,563.0,6.3,-37.8582,145.0138
Stonnington City Council,3143.0,Southern Metropolitan,3.0,1.0,2.0,4836.0,103.0,6.3,-37.8542,145.0135
Stonnington City Council,3143.0,Southern Metropolitan,3.0,2.0,2.0,4836.0,617.0,6.3,-37.8557,145.0264
Stonnington City Council,3143.0,Southern Metropolitan,4.0,3.0,4.0,4836.0,544.0,6.3,-37.8611,145.0195
Stonnington City Council,3143.0,Southern Metropolitan,2.0,1.0,1.0,4836.0,0.0,6.3,-37.853,145.0264
Stonnington City Council,3143.0,Southern Metropolitan,3.0,1.0,2.0,4836.0,512.0,6.3,-37.80696302719972,144.99671101938742
Stonnington City Council,3143.0,Southern Metropolitan,3.0,1.0,2.0,4836.0,512.0,6.3,-37.80696302719972,144.99671101938742
Stonnington City Council,3143.0,Southern Metropolitan,5.0,2.0,2.0,4836.0,617.0,6.3,-37.8611,145.0271
Stonnington City Council,3143.0,Southern Metropolitan,3.0,1.0,1.0,4836.0,0.0,6.3,-37.8573,145.0112
Stonnington City Council,3143.0,Southern Metropolitan,1.0,1.0,1.0,4836.0,0.0,6.3,-37.8549,145.0113
Stonnington City Council,3143.0,Southern Metropolitan,2.0,0.0,0.0,4836.0,0.0,6.3,-37.8568,145.0161
Stonnington City Council,3143.0,Southern Metropolitan,2.0,1.0,1.0,4836.0,0.0,6.3,-37.8503,145.0185
Moonee Valley City Council,3032.0,Western Metropolitan,3.0,1.0,2.0,6567.0,0.0,5.9,-37.7756,144.9165
Moonee Valley City Council,3032.0,Western Metropolitan,3.0,1.0,2.0,6567.0,298.0,5.9,-37.7777,144.9195
Moonee Valley City Council,3032.0,Western Metropolitan,2.0,1.0,1.0,6567.0,0.0,5.9,-37.7761,144.9201
Moonee Valley City Council,3032.0,Western Metropolitan,3.0,1.0,2.0,6567.0,512.0,5.9,-37.80696302719972,144.99671101938742
Moonee Valley City Council,3032.0,Western Metropolitan,3.0,2.0,2.0,6567.0,277.0,5.9,-37.7777,144.9221
Moonee Valley City Council,3032.0,Western Metropolitan,2.0,1.0,1.0,6567.0,423.0,5.9,-37.7736,144.9015
Moonee Valley City Council,3032.0,Western Metropolitan,4.0,3.0,1.0,6567.0,478.0,5.9,-37.7729,144.9179
Moonee Valley City Council,3032.0,Western Metropolitan,3.0,1.0,2.0,6567.0,623.0,5.9,-37.7758,144.9089
Moonee Valley City Council,3032.0,Western Metropolitan,3.0,2.0,2.0,6567.0,285.0,5.9,-37.775,144.9091
Moonee Valley City Council,3032.0,Western Metropolitan,2.0,1.0,1.0,6567.0,214.0,5.9,-37.7776,144.9142
Moonee Valley City Council,3032.0,Western Metropolitan,6.0,3.0,2.0,6567.0,1014.0,5.9,-37.7721,144.9184
Moonee Valley City Council,3032.0,Western Metropolitan,2.0,1.0,1.0,6567.0,226.0,5.9,-37.7745,144.9093
Moonee Valley City Council,3032.0,Western Metropolitan,3.0,1.0,2.0,6567.0,512.0,5.9,-37.80696302719972,144.99671101938742
Moonee Valley City Council,3032.0,Western Metropolitan,2.0,1.0,1.0,6567.0,269.0,5.9,-37.7748,144.929
Moonee Valley City Council,3032.0,Western Metropolitan,3.0,1.0,1.0,6567.0,417.0,5.9,-37.7756,144.9208
Moonee Valley City Council,3032.0,Western Metropolitan,3.0,1.0,2.0,6567.0,350.0,5.9,-37.7759,144.91
Moonee Valley City Council,3032.0,Western Metropolitan,2.0,1.0,1.0,6567.0,330.0,5.9,-37.773,144.9049
Moonee Valley City Council,3032.0,Western Metropolitan,2.0,1.0,1.0,6567.0,118.0,5.9,-37.7807,144.9288
Moonee Valley City Council,3032.0,Western Metropolitan,2.0,1.0,1.0,6567.0,173.0,5.9,-37.7731,144.9206
Moonee Valley City Council,3032.0,Western Metropolitan,2.0,1.0,2.0,6567.0,228.0,5.9,-37.7718,144.9066
Moonee Valley City Council,3032.0,Western Metropolitan,4.0,1.0,2.0,6567.0,594.0,5.9,-37.7819,144.9064
Moonee Valley City Council,3032.0,Western Metropolitan,2.0,1.0,1.0,6567.0,0.0,5.9,-37.7738,144.9345
Moonee Valley City Council,3032.0,Western Metropolitan,3.0,1.0,0.0,6567.0,317.0,5.9,-37.7746,144.9112
Moonee Valley City Council,3032.0,Western Metropolitan,3.0,1.0,2.0,6567.0,512.0,5.9,-37.80696302719972,144.99671101938742
Moonee Valley City Council,3032.0,Western Metropolitan,2.0,1.0,1.0,6567.0,226.0,5.9,-37.7774,144.9186
Moonee Valley City Council,3032.0,Western Metropolitan,3.0,1.0,2.0,6567.0,512.0,5.9,-37.80696302719972,144.99671101938742
Moonee Valley City Council,3032.0,Western Metropolitan,3.0,2.0,2.0,6567.0,229.0,5.9,-37.7778,144.9065
Moonee Valley City Council,3032.0,Western Metropolitan,4.0,1.0,1.0,6567.0,300.0,5.9,-37.7766,144.9143
Moonee Valley City Council,3032.0,Western Metropolitan,2.0,1.0,1.0,6567.0,170.0,5.9,-37.7732,144.9206
Moonee Valley City Council,3032.0,Western Metropolitan,3.0,1.0,2.0,6567.0,512.0,5.9,-37.80696302719972,144.99671101938742
Moonee Valley City Council,3032.0,Western Metropolitan,3.0,1.0,1.0,6567.0,487.0,5.9,-37.7725,144.9146
Moonee Valley City Council,3032.0,Western Metropolitan,2.0,1.0,0.0,6567.0,255.0,5.9,-37.7825,144.9208
Moonee Valley City Council,3032.0,Western Metropolitan,2.0,1.0,1.0,6567.0,0.0,5.9,-37.7731,144.9074
Moonee Valley City Council,3032.0,Western Metropolitan,3.0,1.0,2.0,6567.0,431.0,5.9,-37.781,144.9207
Moonee Valley City Council,3032.0,Western Metropolitan,3.0,1.0,2.0,6567.0,512.0,5.9,-37.80696302719972,144.99671101938742
Moonee Valley City Council,3032.0,Western Metropolitan,3.0,2.0,2.0,6567.0,440.0,5.9,-37.7746,144.9031
Moonee Valley City Council,3032.0,Western Metropolitan,3.0,2.0,2.0,6567.0,532.0,5.9,-37.7737,144.904
Moonee Valley City Council,3032.0,Western Metropolitan,1.0,1.0,1.0,6567.0,0.0,5.9,-37.7723,144.9094
Moonee Valley City Council,3032.0,Western Metropolitan,3.0,2.0,2.0,6567.0,495.0,5.9,-37.7821,144.9055
Moonee Valley City Council,3032.0,Western Metropolitan,3.0,1.0,2.0,6567.0,512.0,5.9,-37.80696302719972,144.99671101938742
Moonee Valley City Council,3032.0,Western Metropolitan,3.0,2.0,2.0,6567.0,683.0,5.9,-37.775,144.93200000000002
Moonee Valley City Council,3032.0,Western Metropolitan,3.0,1.0,1.0,6567.0,263.0,5.9,-37.7753,144.9116
Moonee Valley City Council,3032.0,Western Metropolitan,3.0,1.0,2.0,6567.0,512.0,5.9,-37.80696302719972,144.99671101938742
Moonee Valley City Council,3032.0,Western Metropolitan,4.0,2.0,5.0,6567.0,559.0,5.9,-37.7791,144.9136
Moonee Valley City Council,3032.0,Western Metropolitan,3.0,2.0,2.0,6567.0,308.0,5.9,-37.7759,144.9338
